id;nombre;apellido;profesion;fecha;sueldo;comision;Departamento
4338;ISAAC;GIL JIMENEZ;6;11/09/1995;742;0;6
4339;IGNACIO;DELGADO DELGADO;3;09/11/1995;1426;0;2
4340;LEO;SOLER MENDEZ;4;02/02/1991;1653;0;1
4341;ENRIQUE;GUTIERREZ PE¥A;1;11/08/2013;1055;0;4
4342;DARIO;VELASCO GONZALEZ;2;08/05/2010;1859;508;2
4343;MARIO;MU¥OZ CASTILLO;4;03/12/2007;1548;0;2
4344;CARLOS;HERRERO MARTIN;6;04/08/1991;658;0;4
4345;RODRIGO;SOLER ORTIZ;1;01/07/1992;1473;0;5
4346;FRANCISCO;LEON MU¥OZ;6;08/11/2009;1459;0;4
4347;IKER;BENITEZ VAZQUEZ;2;11/02/2002;1058;895;6
4348;MOHAMED;RUBIO RUBIO;1;08/03/2011;2684;0;3
4349;ALEJANDRO;CRUZ SERRANO;2;02/01/1991;705;677;4
4350;OMAR;REYES VIDAL;2;11/04/1996;2478;577;1
4351;ORIOL;SOTO ORTEGA;4;04/06/2009;1893;0;4
4352;IGNACIO;DURAN ORTEGA;1;03/03/2000;1257;0;4
4353;JAN;CABALLERO DURAN;2;09/01/1995;1294;779;2
4354;MANUEL;RAMIREZ FERNANDEZ;2;04/11/2002;2415;551;4
4355;ISMAEL;DIAZ AGUILAR;1;10/12/2013;2434;0;2
4356;IAN;MONTERO CORTES;5;11/01/2006;1853;0;5
4357;JORDI;DELGADO CANO;3;11/07/2013;2321;0;5
4358;MATEO;GALLEGO GARCIA;4;02/04/2011;2277;0;3
4359;ALEJANDRO;GUTIERREZ VARGAS;4;05/03/2009;1864;0;3
4360;ALEIX;MORENO IBA¥EZ;3;03/10/1997;2616;0;3
4361;ANTONIO;VARGAS DURAN;2;05/03/2013;2625;945;2
4362;ALONSO;GOMEZ GIMENEZ;2;10/09/2012;1170;901;2
4363;IKER;FLORES RUBIO;2;02/10/1996;733;760;2
4364;PAU;GALLEGO VIDAL;4;03/11/2003;616;0;2
4365;OLIVER;MARQUEZ RUBIO;2;09/06/2005;1846;683;6
4366;IKER;VELASCO GONZALEZ;4;12/01/2003;1078;0;4
4367;JORDI;MARQUEZ CASTILLO;3;07/06/2009;1819;0;6
4368;GONZALO;MARQUEZ RUBIO;2;03/02/2011;1609;726;2
4369;RAYAN;CRUZ RODRIGUEZ;2;06/05/2008;2595;531;3
4370;ALEJANDRO;CASTILLO SOLER;1;07/12/1999;2414;0;1
4371;ARNAU;MEDINA SANZ;1;05/12/2007;2444;0;5
4372;MARTIN;CASTRO VAZQUEZ;2;11/02/2008;2031;745;2
4373;JORDI;DIEZ PRIETO;3;11/12/2004;2516;0;5
4374;ADRIA;FERRER CRUZ;6;01/04/2002;2837;0;2
4375;MIGUEL ANGEL;ORTIZ VARGAS;5;07/12/1998;1461;0;4
4376;ANDER;RUBIO SANZ;2;05/07/2012;2983;753;2
4377;AITOR;ALVAREZ IGLESIAS;5;12/09/2012;2203;0;5
4378;RODRIGO;AGUILAR PE¥A;2;06/12/2005;2868;748;6
4379;DARIO;GALLEGO GUTIERREZ;1;08/04/1997;1478;0;3
4380;ANDER;PARRA BENITEZ;2;03/11/2002;1559;732;3
4381;IKER;FERNANDEZ ROJAS;1;11/04/1992;2644;0;4
4382;JOSE ANTONIO;MOYA LEON;1;02/12/1990;2594;0;3
4383;LUIS;DELGADO CABRERA;1;07/07/2002;2487;0;2
4384;MIGUEL ANGEL;MARTIN PRIETO;1;08/05/2001;2826;0;1
4385;MOHAMED;RUBIO NIETO;1;12/04/1995;1557;0;2
4386;POL;SANTIAGO CARRASCO;1;10/11/2008;2001;0;2
4387;ANGEL;GALLEGO GOMEZ;6;02/08/2001;2145;0;5
4388;ADAM;HERNANDEZ MARIN;1;08/08/2007;2817;0;2
4389;RAFAEL;ESTEBAN MORA;6;04/10/2010;2351;0;4
4390;MOHAMED;BRAVO ROJAS;3;07/03/2004;2462;0;3
4391;ENRIQUE;NU¥EZ CORTES;2;10/05/2001;2601;992;5
4392;JESUS;HIDALGO PASTOR;1;06/04/1991;2262;0;1
4393;SANTIAGO;DIAZ GUERRERO;1;07/02/1990;2215;0;1
4394;ALONSO;ROJAS SOLER;1;04/06/2002;1893;0;2
4395;JOSE ANTONIO;LEON SANCHEZ;1;12/09/2008;1500;0;1
4396;ERIC;GOMEZ IBA¥EZ;1;11/07/2000;2874;0;4
4397;ANDRES;RUIZ SAEZ;1;06/06/2008;1986;0;3
4398;ROBERTO;PE¥A RUBIO;2;10/11/2007;2864;955;4
4399;ALEIX;RAMIREZ CAMPOS;1;09/06/2006;1701;0;2
4400;MARCOS;MEDINA CABRERA;3;09/08/2012;1061;0;4
4401;ROBERTO;FERRER SERRANO;1;01/08/1991;915;0;1
4402;GAEL;ROMAN MORALES;2;02/10/2000;2512;905;4
4403;GERARD;MOYA MARQUEZ;1;07/05/1995;2071;0;4
4404;ROBERTO;CABALLERO GARCIA;4;05/04/2013;1011;0;5
4405;MIGUEL;GOMEZ SERRANO;5;11/03/2003;2860;0;4
4406;JOAN;SOLER SOTO;5;08/04/2004;682;0;6
4407;DAVID;MU¥OZ DIEZ;4;08/01/1999;2175;0;1
4408;JORGE;MOLINA GOMEZ;2;02/09/2008;2512;500;1
4409;IAN;SANZ FERRER;1;01/03/1994;1051;0;4
4410;IVAN;DELGADO RAMOS;1;07/02/2007;1719;0;4
4411;MARCO;FLORES MEDINA;1;01/09/2013;2794;0;6
4412;ERIC;FERNANDEZ ESTEBAN;2;08/05/2013;2539;785;1
4413;PEDRO;ORTEGA VELASCO;3;08/08/2000;1665;0;4
4414;ADAM;TORRES HIDALGO;6;04/11/1992;1700;0;6
4415;GUILLEM;SANTOS MENDEZ;5;03/03/1998;1278;0;4
4416;HUGO;MARTINEZ LOPEZ;5;12/08/2009;783;0;4
4417;JOEL;ROMAN LOZANO;4;08/03/1997;2105;0;1
4418;ORIOL;MORENO MOLINA;2;12/08/2007;1031;515;4
4419;GERARD;BRAVO MARTINEZ;1;07/09/2000;1371;0;5
4420;IVAN;HERRERO VARGAS;1;07/09/1992;1383;0;2
4421;SAUL;SOTO SANTANA;1;06/01/2001;1397;0;5
4422;ORIOL;CRESPO GUTIERREZ;4;10/02/2006;2074;0;5
4423;FRANCISCO;CORTES DELGADO;3;01/07/1999;1851;0;4
4424;JAVIER;ROMERO NU¥EZ;5;03/04/1995;932;0;5
4425;RAFAEL;CASTILLO ORTIZ;2;08/01/1992;2275;953;5
4426;JON;VICENTE MORA;4;10/02/1995;1039;0;3
4427;ALEJANDRO;SERRANO NAVARRO;3;10/11/2006;2418;0;6
4428;DAVID;LOZANO PE¥A;1;01/01/2004;1119;0;6
4429;GAEL;LOZANO JIMENEZ;3;07/02/2000;1763;0;4
4430;JOSE MANUEL;IBA¥EZ MENDEZ;1;11/08/1992;2093;0;6
4431;ADAM;GALLARDO PEREZ;4;03/05/2000;2788;0;2
4432;GABRIEL;GOMEZ CRUZ;5;09/06/2003;1176;0;4
4433;AITOR;MARIN SANTOS;4;03/01/2008;2919;0;3
4434;MOHAMED;SANTOS FERRER;5;11/08/2011;791;0;5
4435;VICTOR;VIDAL MORALES;1;09/02/1990;1423;0;1
4436;MIGUEL ANGEL;DIAZ ARIAS;6;01/10/2003;696;0;4
4437;JORGE;LOPEZ HERRERA;1;12/10/1990;2623;0;5
4438;SANTIAGO;GUTIERREZ GALLEGO;2;10/05/2000;1244;667;3
4439;MOHAMED;VAZQUEZ RODRIGUEZ;1;10/10/2004;2519;0;6
4440;JOEL;HERRERA LOZANO;1;03/12/1991;2391;0;3
4441;FERNANDO;DIEZ AGUILAR;1;10/10/2010;2504;0;1
4442;JON;MORA CABRERA;2;06/03/2007;668;657;5
4443;YAGO;ARIAS MOLINA;6;04/03/2006;2921;0;2
4444;MIGUEL;CABALLERO IBA¥EZ;1;03/07/2005;2753;0;1
4445;FRANCISCO JAVIER;PARRA MOYA;2;06/10/2011;2042;873;1
4446;LUCAS;LOZANO ESTEBAN;6;06/08/2013;2402;0;1
4447;ERIC;SANCHEZ GOMEZ;4;06/01/1990;863;0;1
4448;ANDER;LEON RAMOS;2;04/05/2008;2283;514;3
4449;LUIS;RUIZ IBA¥EZ;4;03/11/1997;2076;0;2
4450;ERIC;DOMINGUEZ RAMOS;2;07/12/2009;2254;922;1
4451;ROBERTO;RAMOS GALLARDO;4;07/06/1994;1879;0;1
4452;SANTIAGO;ALVAREZ CORTES;1;03/03/1992;921;0;2
4453;RAYAN;GOMEZ MONTERO;2;03/05/1994;2437;630;1
4454;ERIC;SANTIAGO CAMPOS;5;02/11/1997;2562;0;2
4455;JON;LOPEZ RAMOS;1;02/02/1997;1769;0;3
4456;MARC;CARRASCO RUIZ;1;09/07/1990;1883;0;5
4457;ROBERTO;MARTIN CARMONA;1;02/04/2006;2951;0;3
4458;IVAN;CANO NAVARRO;2;08/04/2006;2994;538;2
4459;DANIEL;NIETO GUTIERREZ;2;04/06/2008;621;686;4
4460;DARIO;LOPEZ CASTRO;1;01/02/2005;2565;0;4
4461;ERIK;MU¥OZ ESTEBAN;6;10/02/2004;1981;0;4
4462;POL;MU¥OZ MARIN;2;02/11/2003;819;891;4
4463;MIKEL;TORRES NIETO;5;04/07/1997;2373;0;2
4464;ADRIAN;SERRANO SANTIAGO;2;03/06/2013;2591;893;4
4465;ISMAEL;LOZANO SANTIAGO;6;06/02/2001;723;0;2
4466;GERARD;JIMENEZ GIL;6;09/10/2009;634;0;4
4467;MIGUEL;GIMENEZ SANTOS;1;02/01/2005;2995;0;2
4468;JAN;DURAN IBA¥EZ;3;07/11/2006;2898;0;4
4469;MOHAMED;LOPEZ SOLER;6;03/10/1994;1819;0;4
4470;JAVIER;CABALLERO LOPEZ;1;08/11/2005;994;0;4
4471;ALVARO;RUIZ CRESPO;2;09/09/2001;2732;989;2
4472;LUIS;MARTIN GIL;1;05/11/1999;2085;0;1
4473;JUAN;VARGAS GALLEGO;2;10/07/2002;1182;997;1
4474;RUBEN;BENITEZ RUBIO;2;07/01/2008;652;616;2
4475;PEDRO;NIETO CANO;4;10/09/1998;2391;0;2
4476;OLIVER;JIMENEZ SOLER;2;04/12/2000;1507;985;4
4477;NIL;HERRERO VEGA;6;05/11/1999;1256;0;2
4478;GONZALO;SAEZ DOMINGUEZ;1;04/02/2012;753;0;4
4479;MARTI;LEON VICENTE;1;06/11/2001;2466;0;5
4480;NIL;SANZ GOMEZ;2;08/07/2000;1542;519;4
4481;MANUEL;ROMAN CAMPOS;2;05/12/2011;1499;838;5
4482;CARLOS;SUAREZ PRIETO;3;04/06/1999;2195;0;4
4483;EDUARDO;BENITEZ MARIN;2;06/05/1999;2028;612;1
4484;ANDRES;SUAREZ DELGADO;1;08/07/1999;745;0;3
4485;YAGO;AGUILAR ESTEBAN;1;08/03/2012;2279;0;1
4486;PEDRO;SERRANO RODRIGUEZ;1;04/09/2000;2606;0;2
4487;GUILLEM;SANTOS ESTEBAN;1;11/04/2006;1551;0;1
4488;GUILLERMO;MORENO NU¥EZ;1;07/07/2013;1060;0;6
4489;ALEJANDRO;GIL GIMENEZ;6;07/02/2007;738;0;4
4490;UNAI;ORTIZ AGUILAR;4;06/12/2012;2119;0;3
4491;ARNAU;CARRASCO ALVAREZ;2;05/10/2013;2179;693;6
4492;YAGO;GARCIA MARQUEZ;1;02/01/1993;1052;0;6
4493;OMAR;MARTIN GARCIA;1;01/09/2012;2234;0;2
4494;NIL;SANCHEZ CABRERA;6;03/03/1992;2948;0;4
4495;VICTOR;ORTEGA RUBIO;6;12/03/2006;1743;0;2
4496;VICTOR;MORENO VARGAS;6;10/12/1996;1799;0;5
4497;AITOR;LEON CARMONA;1;09/06/2013;1732;0;4
4498;DAVID;NIETO SOTO;2;12/10/2002;910;753;3
4499;GERARD;ROMERO REYES;3;11/11/2013;2266;0;2
4500;JORDI;CANO PARRA;3;11/02/2010;972;0;4
4501;DARIO;HERRERO HERRERO;5;04/10/2006;2459;0;4
4502;JOSE ANTONIO;MORALES JIMENEZ;3;10/03/1995;1558;0;4
4503;DARIO;RAMIREZ LORENZO;4;02/06/2004;2226;0;5
4504;SANTIAGO;CANO MARIN;4;02/03/2000;1201;0;1
4505;GERARD;CAMPOS PEREZ;1;04/12/1994;1104;0;3
4506;GUILLERMO;GALLARDO BLANCO;4;11/05/1990;2174;0;2
4507;FRANCISCO;PASTOR SANTIAGO;4;10/08/2002;1243;0;5
4508;JAIME;CABALLERO CRESPO;2;06/07/2006;2064;937;6
4509;ANDRES;ESTEBAN FLORES;1;12/04/2001;1800;0;4
4510;ALVARO;VEGA JIMENEZ;2;09/11/1997;1674;871;6
4511;ADAM;RUBIO FLORES;1;06/12/2011;1428;0;2
4512;AARON;GOMEZ BLANCO;5;10/12/1991;1954;0;3
4513;SANTIAGO;GALLARDO ARIAS;2;04/01/2008;1449;786;4
4514;ALEIX;ORTEGA PASTOR;6;10/10/2006;2877;0;2
4515;JESUS;SANTIAGO GALLEGO;3;03/09/2005;2476;0;4
4516;JAVIER;CORTES RAMIREZ;5;06/01/2000;662;0;1
4517;ADRIA;RAMOS VIDAL;5;06/07/2004;2962;0;2
4518;LEO;AGUILAR MEDINA;1;05/07/2003;1845;0;1
4519;MARCO;ROMAN PEREZ;6;04/02/2006;2246;0;4
4520;ALEJANDRO;SOLER FERRER;5;05/12/2002;2362;0;1
4521;DANIEL;IGLESIAS ALVAREZ;1;06/03/2001;811;0;5
4522;CRISTIAN;CANO GARCIA;6;08/06/2004;891;0;3
4523;ADRIA;GOMEZ HIDALGO;1;01/07/2011;2654;0;1
4524;YAGO;ESTEBAN DIEZ;5;02/09/1991;1399;0;4
4525;IAN;VAZQUEZ CORTES;6;12/10/2002;2878;0;4
4526;RAYAN;SOLER FUENTES;5;01/01/1998;2906;0;2
4527;IKER;GARCIA RAMIREZ;1;02/10/1992;2450;0;4
4528;JUAN;DOMINGUEZ FUENTES;3;06/11/2013;994;0;5
4529;RAYAN;RODRIGUEZ GUERRERO;6;01/12/2006;924;0;1
4530;RAUL;VIDAL VARGAS;4;07/03/1999;1630;0;5
4531;MARCO;ROMERO GALLARDO;2;12/10/2008;1591;713;6
4532;IVAN;CARRASCO ALVAREZ;1;12/11/2012;1608;0;5
4533;IKER;MORA MORA;6;03/11/1994;1435;0;1
4534;MARIO;ROJAS CALVO;3;05/07/2012;2328;0;4
4535;DANIEL;DOMINGUEZ RAMIREZ;6;01/09/1992;692;0;3
4536;EDUARDO;SERRANO GOMEZ;1;01/07/2009;1847;0;4
4537;POL;ORTIZ FERRER;1;12/06/1994;2850;0;5
4538;OLIVER;SAEZ LORENZO;1;09/08/2008;1978;0;1
4539;FRANCISCO;CASTILLO NIETO;1;09/12/1990;2346;0;1
4540;GAEL;SANTIAGO MARQUEZ;2;04/12/2002;1557;744;4
4541;ISMAEL;HERNANDEZ LOPEZ;6;04/12/1998;1679;0;6
4542;MARIO;BRAVO HERRERA;1;02/03/1997;1987;0;1
4543;NIL;SANTANA LEON;1;02/02/2012;1761;0;4
4544;SAMUEL;DURAN MU¥OZ;1;11/07/1997;932;0;1
4545;GUILLEM;CABRERA ORTIZ;1;09/04/1996;611;0;1
4546;ANTONIO;MENDEZ BENITEZ;1;01/09/1998;2355;0;1
4547;MARCO;SAEZ VIDAL;1;03/03/2011;1261;0;1
4548;GUILLERMO;ROMAN AGUILAR;1;07/02/2004;1331;0;4
4549;ALEIX;MORENO LOZANO;2;04/09/1992;1202;793;1
4550;PAU;FUENTES MOYA;1;01/05/2013;937;0;3
4551;ERIC;VEGA ROMAN;4;04/11/2003;759;0;2
4552;DANIEL;PE¥A SUAREZ;1;12/09/1994;2641;0;1
4553;MARIO;ARIAS GALLARDO;2;09/10/1999;2046;623;2
4554;JON;SAEZ SANCHEZ;1;11/10/1992;1182;0;5
4555;IKER;CALVO HIDALGO;2;04/04/1991;1792;829;3
4556;IGNACIO;SANCHEZ GUERRERO;2;05/04/2007;2952;676;1
4557;VICTOR;RUBIO ROMAN;1;10/12/2008;1692;0;2
4558;ALEJANDRO;IGLESIAS GONZALEZ;2;06/04/2005;1037;796;2
4559;MARCO;BENITEZ GUTIERREZ;5;05/09/2006;1334;0;1
4560;JAN;GUERRERO ORTIZ;1;09/10/2004;2153;0;4
4561;FERNANDO;FERRER MOYA;1;02/01/2012;882;0;4
4562;DIEGO;SOLER HERRERA;6;11/07/2012;1615;0;2
4563;SERGIO;NIETO CANO;5;07/12/2005;748;0;6
4564;MARIO;MOYA PE¥A;2;03/02/2007;2829;574;2
4565;RODRIGO;IBA¥EZ ORTIZ;5;12/09/2005;2628;0;3
4566;IGNACIO;MENDEZ CRESPO;1;08/02/2012;1818;0;3
4567;MATEO;ALONSO MORENO;2;03/01/2008;1346;735;5
4568;OLIVER;VAZQUEZ REYES;4;01/08/2008;1365;0;4
4569;ANGEL;BRAVO PASCUAL;1;08/09/1997;2688;0;1
4570;MARCO;MORALES SOTO;1;03/02/1997;2922;0;1
4571;GUILLERMO;FUENTES LOZANO;4;07/02/2003;2805;0;4
4572;SAUL;PEREZ SUAREZ;6;12/02/1999;1993;0;4
4573;SAUL;CASTILLO MEDINA;1;10/07/2008;2532;0;4
4574;ISAAC;CRUZ ROMERO;1;06/07/2011;1117;0;4
4575;ALVARO;SANTANA VAZQUEZ;1;07/06/1992;2752;0;5
4576;ALONSO;ROMAN GOMEZ;1;08/06/1990;2892;0;5
4577;NICOLAS;HIDALGO HERRERA;2;09/06/1994;2000;816;4
4578;NIL;TORRES GOMEZ;4;10/04/2003;812;0;4
4579;CESAR;VARGAS MARIN;6;02/12/2000;2661;0;1
4580;MARC;GARRIDO FERNANDEZ;2;03/07/1992;638;575;2
4581;GUILLEM;GIMENEZ VELASCO;1;04/12/2001;1245;0;4
4582;JORDI;MARTIN BENITEZ;3;10/10/2011;1815;0;6
4583;MARC;DURAN GALLEGO;2;11/07/1998;900;836;2
4584;ERIK;GALLARDO VICENTE;1;08/05/1990;1518;0;4
4585;IZAN;GUTIERREZ FERNANDEZ;1;09/08/1990;1281;0;5
4586;CARLOS;DIEZ FLORES;1;11/02/1995;2440;0;3
4587;MIGUEL ANGEL;DIAZ FUENTES;3;03/01/2000;1973;0;4
4588;SAUL;GIL MORALES;1;04/12/2010;1548;0;5
4589;GAEL;GIMENEZ PARRA;6;03/11/2008;1289;0;3
4590;DIEGO;GALLARDO ALONSO;3;06/04/2012;2374;0;4
4591;CRISTIAN;SANTIAGO TORRES;4;12/09/2002;1604;0;4
4592;ADRIAN;ORTEGA VIDAL;1;05/10/2008;1949;0;3
4593;LEO;AGUILAR ORTEGA;4;12/07/2005;1235;0;3
4594;ERIK;SANTOS MARTINEZ;2;11/12/2004;2889;844;6
4595;GUILLERMO;MORA CAMPOS;6;07/07/2007;1414;0;4
4596;NIL;ROMERO GIMENEZ;1;06/08/2002;2832;0;2
4597;ADAM;ROJAS LOZANO;1;09/07/2008;1711;0;5
4598;JAN;HERRERO SANCHEZ;2;12/06/2009;813;714;4
4599;LUCAS;SERRANO ORTEGA;1;10/04/2013;952;0;4
4600;JORDI;VARGAS MONTERO;3;07/03/2009;1128;0;4
4601;LUCAS;MORENO PASCUAL;2;06/11/2007;1120;567;6
4602;GAEL;GALLARDO BRAVO;1;09/12/2009;2102;0;4
4603;JOSE;MEDINA ORTIZ;2;03/08/1995;1939;544;2
4604;SAMUEL;TORRES SANTIAGO;1;01/01/2003;832;0;5
4605;OLIVER;SERRANO CABALLERO;2;11/08/2002;1185;702;6
4606;JOSE ANTONIO;ROJAS ORTEGA;4;07/06/2008;2143;0;3
4607;MARC;AGUILAR SANTIAGO;5;06/07/2011;1549;0;1
4608;HECTOR;SOLER LEON;6;10/07/1998;851;0;3
4609;OSCAR;SANTANA SOTO;4;03/02/2001;2705;0;3
4610;IVAN;ORTEGA ROJAS;3;11/10/2013;1045;0;3
4611;RODRIGO;GARRIDO MOYA;4;01/07/1998;999;0;1
4612;JOSE ANTONIO;DIAZ FERRER;3;07/06/2009;2645;0;4
4613;ADRIAN;GUERRERO DELGADO;1;10/07/1993;658;0;4
4614;JAVIER;RUIZ MORA;4;10/12/1993;2081;0;6
4615;RAFAEL;MORALES VARGAS;1;07/10/2003;1288;0;1
4616;SAMUEL;MEDINA ALONSO;2;01/11/1991;993;696;4
4617;VICTOR;LOPEZ CASTILLO;2;04/07/2009;1264;944;4
4618;ISMAEL;MORA VARGAS;2;11/12/1994;2039;897;2
4619;AITOR;VICENTE MOYA;2;09/11/2004;2565;927;5
4620;MIGUEL ANGEL;PASCUAL ROMAN;1;03/07/1993;2243;0;2
4621;VICTOR;RODRIGUEZ GUERRERO;4;07/06/2005;1547;0;6
4622;BRUNO;DOMINGUEZ MU¥OZ;4;09/04/2001;2197;0;4
4623;GUILLERMO;SANTOS RAMOS;1;10/09/1993;2114;0;2
4624;ERIC;VAZQUEZ CABRERA;2;08/01/2007;2243;988;5
4625;YERAY;CANO DELGADO;2;09/10/1997;2754;592;1
4626;JESUS;ROMAN ESTEBAN;1;04/09/1994;913;0;4
4627;FRANCISCO JAVIER;BENITEZ ALVAREZ;6;02/10/2012;1596;0;4
4628;ARNAU;ROMERO NIETO;1;09/08/2007;950;0;4
4629;DAVID;RUIZ RAMIREZ;1;02/04/2001;1023;0;1
4630;MARTI;SOLER VEGA;2;12/01/1991;2641;645;4
4631;RAUL;MORALES CANO;1;07/10/1995;1751;0;2
4632;GUILLERMO;PE¥A MU¥OZ;5;03/02/1997;799;0;4
4633;ANTONIO;RAMOS ALVAREZ;1;02/04/2008;1436;0;4
4634;MARC;IBA¥EZ ARIAS;2;05/02/2003;2636;837;4
4635;AITOR;NU¥EZ MORALES;2;02/05/1997;2579;724;4
4636;BIEL;DELGADO ESTEBAN;3;04/02/1991;2868;0;4
4637;RAUL;NU¥EZ REYES;5;07/05/2004;1927;0;1
4638;ALONSO;GALLARDO PARRA;2;11/11/2006;1955;824;4
4639;ALONSO;CABALLERO ALONSO;2;07/09/2010;1076;891;1
4640;CARLOS;MONTERO CARRASCO;6;11/06/2012;2860;0;1
4641;DANIEL;RUBIO BENITEZ;3;10/11/2011;1988;0;4
4642;GAEL;CALVO MARTINEZ;1;02/07/2004;2351;0;6
4643;JAIME;SANZ SAEZ;5;02/07/1996;1884;0;6
4644;YERAY;GIMENEZ CORTES;5;01/06/2012;880;0;1
4645;RAUL;PEREZ RAMIREZ;1;05/02/1992;718;0;5
4646;MOHAMED;ORTEGA GALLEGO;1;05/10/2004;2682;0;5
4647;MARCOS;MOYA ORTEGA;2;01/09/2005;2147;865;1
4648;GABRIEL;HERRERA GALLARDO;4;10/03/2001;2996;0;1
4649;VICTOR;PARRA FERRER;1;12/07/2011;701;0;4
4650;RUBEN;MARTINEZ MARTIN;1;05/03/2013;1559;0;2
4651;DIEGO;GONZALEZ NAVARRO;1;04/12/2009;1511;0;4
4652;SAUL;MENDEZ DOMINGUEZ;6;11/01/1996;2364;0;4
4653;CESAR;IGLESIAS SANZ;2;04/03/2000;1427;668;4
4654;GUILLERMO;NAVARRO GALLEGO;2;10/03/2001;1446;596;5
4655;JOAN;SANTANA SANZ;2;05/05/2000;2999;887;4
4656;JUAN;SANTANA CAMPOS;5;04/04/2010;1367;0;2
4657;ANDER;TORRES BENITEZ;1;08/02/2013;2667;0;1
4658;PABLO;LOZANO PARRA;1;11/06/2001;1794;0;6
4659;JESUS;PARRA RAMOS;2;11/12/2012;1069;654;1
4660;ENRIQUE;CRUZ VAZQUEZ;6;02/08/2000;1283;0;1
4661;RAFAEL;FERNANDEZ MARIN;6;04/07/1994;750;0;1
4662;ANDRES;PASTOR CRESPO;3;09/01/2005;1302;0;4
4663;ANGEL;PEREZ CABRERA;1;06/12/2008;1007;0;1
4664;ENRIQUE;FUENTES CAMPOS;3;08/03/1993;841;0;4
4665;ALEX;VELASCO MOYA;3;03/01/2012;2114;0;2
4666;MARTIN;ROJAS DIEZ;4;08/06/1995;1891;0;1
4667;POL;FERRER GOMEZ;2;11/06/1990;1279;871;2
4668;ENRIQUE;NU¥EZ MEDINA;6;11/04/2004;2786;0;2
4669;SAUL;HERRERA MENDEZ;1;08/02/2000;1853;0;6
4670;EDUARDO;ORTEGA GARCIA;2;05/04/1990;695;778;5
4671;JAVIER;MENDEZ SUAREZ;5;08/03/2005;1282;0;5
4672;DAVID;CALVO VEGA;1;01/07/2001;1192;0;1
4673;NICOLAS;GIL CASTILLO;1;03/07/2003;1958;0;3
4674;MATEO;HERRERO HERRERA;1;01/08/2001;1984;0;3
4675;GONZALO;SOTO ROMAN;6;07/09/1990;856;0;4
4676;ALEX;GIMENEZ SANTANA;1;12/11/2006;2459;0;3
4677;RUBEN;ORTIZ HIDALGO;1;10/09/2003;1019;0;6
4678;MIKEL;SAEZ DOMINGUEZ;6;05/11/2009;2320;0;2
4679;LUIS;CABRERA CANO;3;03/10/2000;2892;0;1
4680;RODRIGO;NU¥EZ CRUZ;2;05/10/2008;1279;576;4
4681;ORIOL;SANTANA CARMONA;6;12/07/2011;737;0;4
4682;ALEIX;SAEZ SANTIAGO;2;03/08/2003;970;582;5
4683;MARIO;SERRANO TORRES;4;01/01/2013;2886;0;1
4684;HUGO;LOZANO ALONSO;1;04/12/1996;1964;0;1
4685;PEDRO;CASTILLO FERRER;4;12/02/1992;1022;0;2
4686;JON;ORTEGA BRAVO;2;04/08/2002;1146;969;5
4687;DARIO;VARGAS SANTANA;5;04/05/2007;2052;0;3
4688;DARIO;GIL GUERRERO;4;02/11/2005;2570;0;4
4689;YAGO;BLANCO RAMOS;4;01/02/2006;2393;0;1
4690;ERIK;CASTILLO HIDALGO;1;07/01/2006;744;0;6
4691;IVAN;MARIN MOLINA;2;07/08/1991;2314;902;6
4692;JOAN;HERNANDEZ ORTEGA;2;10/01/2011;2453;912;4
4693;ANDER;ROMERO ROJAS;1;06/02/2004;2892;0;1
4694;JOAN;NIETO DURAN;1;06/05/2011;1572;0;4
4695;PEDRO;CARRASCO CABALLERO;6;11/02/2007;2449;0;1
4696;IVAN;CASTRO LORENZO;1;11/07/2005;1754;0;4
4697;JAIME;SANTIAGO MARTINEZ;6;06/10/2011;2334;0;4
4698;RAUL;MORENO GOMEZ;4;05/11/1991;2782;0;4
4699;FRANCISCO;BLANCO CORTES;2;01/10/2006;700;796;4
4700;NICOLAS;SERRANO ESTEBAN;5;09/07/1996;2101;0;3
4701;IVAN;SANZ DELGADO;2;05/03/1992;2128;731;6
4702;CARLOS;GUERRERO MEDINA;6;01/09/2011;905;0;2
4703;AITOR;CRUZ MONTERO;1;01/02/2006;2567;0;6
4704;GAEL;LOPEZ MOLINA;4;08/12/2008;2480;0;1
4705;IAN;CRESPO CORTES;5;02/06/2002;2425;0;4
4706;MARTI;ROMERO HERRERO;6;08/03/2013;1661;0;4
4707;MOHAMED;GARRIDO GALLEGO;3;05/11/1990;1906;0;4
4708;CARLOS;SUAREZ ORTEGA;4;12/06/1995;2205;0;6
4709;NICOLAS;VEGA LORENZO;1;09/11/2010;1003;0;3
4710;ERIC;ROMERO PARRA;4;03/03/1995;2530;0;2
4711;ALEJANDRO;LOPEZ CORTES;1;11/12/1993;1902;0;4
4712;IAN;IBA¥EZ SUAREZ;6;12/11/2010;1273;0;4
4713;YAGO;DIEZ GUERRERO;6;03/03/1990;1682;0;1
4714;GONZALO;VAZQUEZ VEGA;2;02/11/1993;1709;786;4
4715;ASIER;CRUZ HERNANDEZ;2;03/06/1998;748;682;3
4716;ALEIX;SANTIAGO GOMEZ;1;04/05/2013;1498;0;3
4717;JOEL;GIMENEZ GONZALEZ;5;05/01/1990;651;0;4
4718;ALEIX;PARRA GARRIDO;1;06/10/1994;2403;0;2
